1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
182	-1.066038	94.816465	53.722371	0.005092	10
183	-1.060098	95.814522	53.263369	0.004637	10
184	-1.042934	95.581985	53.369610	0.003612	10
185	-1.031456	96.581860	52.915773	0.004478	10
186	-1.066765	96.354111	53.018467	0.005796	10
187	-1.075627	97.353803	52.570639	0.005932	10
188	-1.071096	97.121721	52.673928	0.007256	10
189	-1.019739	96.892047	52.776546	0.007069	10
190	-1.044126	97.892047	52.332643	0.006092	10
191	-1.056219	97.659504	52.435201	0.003933	10
192	-1.055484	98.659480	51.997009	0.006909	10
193	-1.053494	99.659480	51.566069	0.005183	10
194	-1.029320	99.426937	51.665642	0.005272	10
195	-1.060205	100.426853	51.240190	0.005971	10
196	-1.031758	101.426853	50.821653	0.007620	10
197	-1.049633	101.194311	50.918369	0.003376	10
198	-1.050538	100.961768	51.015454	0.005864	10
199	-1.082439	100.745342	51.106144	0.007036	10
200	-1.056371	101.745342	50.689785	0.003822	10
201	-1.072294	102.745342	50.280156	0.003480	10
202	-1.058169	102.512799	50.374820	0.004879	10
203	-1.070517	102.287565	50.466850	0.003460	10
204	-1.035330	102.055027	50.562217	0.004271	10
205	-1.041597	101.822570	50.657913	0.007967	10
206	-1.057667	101.590328	50.753882	0.006010	10
207	-1.054843	102.590328	50.343220	0.005207	10
208	-1.057821	102.357785	50.438122	0.005769	10
209	-1.044354	103.357785	50.032533	0.004135	10
210	-1.092945	104.357785	49.633415	0.005277	10
211	-1.044589	104.125243	49.725658	0.005117	10
212	-1.026953	103.892700	49.818244	0.005373	10
213	-1.065914	103.660157	49.911176	0.006893	10
214	-1.046306	104.660157	49.513984	0.006123	10
215	-1.037620	105.660157	49.123064	0.003607	10
216	-1.047799	105.427615	49.213418	0.005209	10
217	-1.064716	105.195072	49.304104	0.004938	10
218	-1.057374	104.962530	49.395126	0.004239	10
219	-1.037966	104.729987	49.486484	0.005641	10
220	-1.033473	105.729987	49.095997	0.006131	10
221	-1.061808	106.350617	48.856732	0.005046	10
222	-1.056410	107.343164	48.478897	0.004405	10
223	-1.042456	108.268190	48.131988	0.005877	10
224	-1.050359	109.268189	47.762505	0.005339	10
225	-1.074145	109.428503	47.703799	0.005671	10
226	-1.049068	110.201297	47.422817	0.004359	10
227	-1.036680	109.968772	47.507012	0.005550	10
228	-1.078132	109.736229	47.591514	0.006581	10
229	-1.023108	110.736229	47.230250	0.004184	10
230	-1.066701	111.714818	46.881992	0.005311	10
231	-1.032864	111.874369	46.825698	0.005835	10
232	-1.072627	112.874019	46.476046	0.004122	10
233	-1.056135	113.874016	46.131458	0.007281	10
234	-1.042449	114.874011	45.791944	0.005547	10
235	-1.048958	115.874011	45.457388	0.005268	10
236	-1.075353	116.874011	45.127686	0.005044	10
237	-1.088834	116.641468	45.203928	0.005230	10
238	-1.065470	116.408925	45.280428	0.006398	10
239	-1.059041	116.176383	45.357188	0.005509	10
240	-1.097198	117.176383	45.028933	0.009072	10
241	-1.077372	118.176383	44.705394	0.005603	10
242	-1.057523	119.176383	44.386471	0.006735	10
243	-1.058724	120.176383	44.072067	0.005006	10
244	-1.042251	121.176381	43.762086	0.007233	10
245	-1.048292	122.176381	43.456434	0.005504	10
246	-1.041749	123.176381	43.155023	0.005352	10
247	-1.055296	122.943839	43.224740	0.004597	10
248	-1.071263	122.711390	43.294655	0.006201	10
249	-1.055254	122.478848	43.364824	0.006336	10
250	-1.057337	123.478848	43.064678	0.006552	10
251	-1.070980	124.478848	42.768658	0.006895	10
252	-1.022767	124.246305	42.837131	0.004096	10
253	-1.043562	125.246305	42.544220	0.004099	10
254	-1.045617	125.013763	42.611976	0.006495	10
255	-1.058604	126.013763	42.322126	0.005373	10
256	-1.057310	127.009849	42.037304	0.006859	10
257	-1.025280	126.777307	42.103454	0.006777	10
258	-1.068198	127.777307	41.820457	0.006727	10
259	-1.047978	128.777307	41.541240	0.006080	10
260	-1.044589	129.777307	41.265726	0.005103	10
261	-1.053249	130.756792	40.999384	0.006000	10
262	-1.049362	130.524250	41.062305	0.008031	10
263	-1.066717	131.524080	40.793133	0.004414	10
264	-1.053441	132.524080	40.527421	0.006029	10
265	-1.044862	132.291537	40.588901	0.006233	10
266	-1.072538	133.291425	40.325864	0.004820	10
267	-1.069621	133.058934	40.386720	0.009493	10
268	-1.034644	134.058934	40.126259	0.004998	10
269	-1.032576	135.058934	39.869137	0.005269	10
270	-1.038218	134.826392	39.928634	0.003795	10
271	-1.053505	135.826392	39.674030	0.006648	10
272	-1.063738	136.826392	39.422653	0.003990	10
273	-1.047307	136.593849	39.480824	0.003295	10
274	-1.077255	137.593824	39.231887	0.005523	10
275	-1.037894	138.593824	38.986064	0.003587	10
276	-1.098711	138.361496	39.042900	0.006363	11
277	-1.052702	139.343710	38.803736	0.003750	11
278	-1.081514	140.343707	38.563233	0.005440	11
279	-1.067948	140.111165	38.618894	0.005741	10
280	-1.051271	141.111165	38.380669	0.004431	10
281	-1.072981	142.111165	38.145366	0.005977	10
282	-1.065361	141.878623	38.199826	0.003601	10
283	-1.070777	142.878623	37.966728	0.006900	11
284	-1.053015	142.646080	38.020679	0.007217	11
285	-1.065991	143.646080	37.789755	0.005668	11
286	-1.044275	144.646080	37.561619	0.007006	10
287	-1.063088	145.646063	37.336226	0.004047	10
288	-1.049387	146.645906	37.113552	0.004967	10
289	-1.056588	147.645906	36.893484	0.005949	11
290	-1.073337	148.645906	36.676010	0.005107	11
291	-1.060683	148.429499	36.722856	0.006509	10
292	-1.056503	149.429499	36.507383	0.005638	10
293	-1.097048	150.429499	36.294425	0.005013	10
294	-1.065595	151.429499	36.083936	0.004764	10
295	-1.062112	151.196956	36.132665	0.005501	10
296	-1.050980	152.196956	35.924044	0.004593	10
297	-1.061333	153.196956	35.717817	0.003021	10
298	-1.079852	154.196579	35.514021	0.006221	10
299	-1.070808	153.964036	35.561222	0.008740	10
300	-1.039527	153.731494	35.608549	0.005055	10
301	-1.035847	153.498951	35.656002	0.003298	10
302	-1.068731	154.498906	35.452842	0.006463	10
303	-1.062382	155.498901	35.251976	0.004338	10
304	-1.050945	155.346569	35.282427	0.003632	10
305	-1.048138	155.114540	35.328912	0.007275	10
306	-1.052311	156.114346	35.129481	0.003429	10
307	-1.059078	155.883744	35.175279	0.006070	10
308	-1.063254	156.883744	34.977536	0.004647	10
309	-1.060202	157.883657	34.782020	0.004097	10
310	-1.027501	158.273009	34.706480	0.003632	10
311	-1.052081	159.271724	34.514204	0.003194	10
312	-1.055367	160.271551	34.323836	0.003934	10
313	-1.034643	160.821719	34.219977	0.003966	10
314	-1.058138	160.727182	34.237779	0.005368	10
315	-1.071109	160.494639	34.281646	0.004828	10
316	-1.038042	160.262096	34.325626	0.006067	10
317	-1.054991	160.979834	34.190245	0.005354	10
318	-1.040852	161.979834	34.003392	0.004347	10
319	-1.030186	161.766306	34.043119	0.003485	10
320	-1.032297	161.533764	34.086488	0.003612	10
321	-1.046492	162.518928	33.903506	0.006669	10
322	-1.058367	163.518910	33.719769	0.004293	10
323	-1.043768	164.518910	33.538010	0.004206	10
324	-1.025935	164.293387	33.578829	0.006171	10
325	-1.071901	164.060844	33.621024	0.005047	10
326	-1.073995	165.060844	33.440325	0.004591	10
327	-1.063537	165.741096	33.318510	0.004937	10
328	-1.044631	165.508558	33.360051	0.004164	10
329	-1.080516	166.504935	33.182780	0.005143	10
330	-1.081551	167.504934	33.006749	0.006135	10
331	-1.069349	168.504934	32.832575	0.005595	10
332	-1.055016	168.272391	32.872914	0.005835	10
333	-1.068903	169.272391	32.700146	0.006883	10
334	-1.042369	170.272391	32.529185	0.004593	10
335	-1.077497	171.272391	32.360002	0.003704	10
336	-1.053152	172.271641	32.192695	0.005303	10
337	-1.056500	172.100275	32.221264	0.006670	10
338	-1.066126	171.867733	32.260114	0.003559	10
339	-1.033577	171.635191	32.299057	0.004929	10
340	-1.068063	172.635191	32.132253	0.004672	10
341	-1.071262	172.402648	32.170888	0.004850	10
342	-1.079364	172.170154	32.209608	0.004694	10
343	-1.063828	171.937612	32.248430	0.005862	10
344	-1.066752	172.927100	32.083886	0.005759	10
345	-1.029452	172.694557	32.122405	0.003997	10
346	-1.053489	172.462015	32.161016	0.005480	10
347	-1.055772	173.462015	31.995632	0.005212	10
348	-1.084518	174.458642	31.832489	0.005415	10
349	-1.064561	175.161041	31.718505	0.006927	10
350	-1.093771	174.928498	31.756151	0.006023	10
351	-1.073824	175.924390	31.595553	0.005340	10
352	-1.062918	175.692116	31.632864	0.006320	10
353	-1.076955	176.692116	31.472854	0.004291	10
354	-1.056787	176.459573	31.509918	0.005996	10
355	-1.061794	176.227031	31.547070	0.003578	10
356	-1.058218	177.217834	31.389380	0.006416	10
357	-1.057913	178.217780	31.231826	0.004890	10
358	-1.057260	177.985237	31.268325	0.004623	10
359	-1.069506	178.952593	31.117051	0.005692	10
360	-1.076523	178.720050	31.153282	0.003927	10
361	-1.084241	178.487708	31.189566	0.006774	10
362	-1.067245	178.255166	31.225966	0.002790	10
363	-1.042307	178.024466	31.262162	0.003421	10
364	-1.066052	178.968544	31.114569	0.008564	10
365	-1.042031	179.968544	30.959746	0.004893	10
366	-1.053761	179.736003	30.995611	0.003932	10
367	-1.065416	179.503461	31.031559	0.011471	10
368	-1.074547	180.503461	30.877559	0.008382	10
369	-1.054963	181.503461	30.725080	0.006516	10
370	-1.051302	182.503461	30.574099	0.005494	10
371	-1.079549	183.503461	30.424595	0.004266	10
372	-1.048631	183.271277	30.459177	0.004523	10
373	-1.063676	183.038735	30.493891	0.006107	10
374	-1.050172	183.583057	30.412758	0.003245	10
375	-1.081364	184.582899	30.264847	0.006775	10
376	-1.062615	184.350358	30.299119	0.003154	10
377	-1.059191	184.122833	30.332728	0.005485	10
378	-1.052924	184.530929	30.272500	0.005361	10
379	-1.084571	185.530929	30.125924	0.003229	10
380	-1.087597	186.514166	29.983182	0.005168	10
381	-1.075315	186.520839	29.982218	0.005215	10
382	-1.088837	187.520839	29.838433	0.005893	10
383	-1.047950	188.520839	29.696020	0.005537	10
384	-1.048301	189.520839	29.554960	0.004930	10
385	-1.067684	189.288297	29.587643	0.004448	10
386	-1.078331	190.269022	29.450295	0.005395	10
387	-1.029867	190.037557	29.482596	0.003182	10
388	-1.070335	189.805117	29.515104	0.007907	10
389	-1.072574	189.572575	29.547699	0.003204	10
390	-1.033350	190.572496	29.408052	0.004069	10
391	-1.079043	191.572496	29.269709	0.004714	10
392	-1.072686	192.572055	29.132721	0.006334	10
393	-1.059648	192.356301	29.162181	0.002172	10
394	-1.048864	193.165909	29.051939	0.004305	10
395	-1.040729	192.939566	29.082676	0.003406	10
396	-1.071800	192.707103	29.114311	0.005270	10
397	-1.062504	192.474608	29.146019	0.006012	10
398	-1.073309	192.242066	29.177803	0.005253	10
399	-1.050970	193.242066	29.041612	0.005746	10
400	-1.042804	193.009523	29.073169	0.004839	10
401	-1.071376	192.776981	29.104794	0.006100	10
402	-1.047980	192.544438	29.136488	0.005866	10
403	-1.037831	193.544438	29.000682	0.002824	10
404	-1.061477	193.311896	29.032150	0.004046	10
405	-1.026037	193.080235	29.063566	0.003739	10
406	-1.070593	192.847698	29.095170	0.005931	10
407	-1.069283	193.847602	28.959760	0.006247	10
408	-1.028217	194.847524	28.825603	0.006819	10
409	-1.083992	195.847524	28.692673	0.003643	10
410	-1.086303	195.614982	28.723475	0.004949	10
411	-1.046789	196.614901	28.591493	0.003997	10
412	-1.049284	197.174988	28.518095	0.007037	10
413	-1.064117	196.942446	28.548523	0.004758	10
414	-1.044710	196.709903	28.579017	0.005209	10
415	-1.080342	196.477361	28.609576	0.005220	10
416	-1.051115	196.250887	28.639400	0.004503	10
417	-1.063731	196.493840	28.607408	0.004801	10
418	-1.039414	197.493840	28.476478	0.004515	10
419	-1.074286	198.493840	28.346741	0.004504	10
420	-1.089215	198.261493	28.376779	0.005908	10
421	-1.061089	198.085958	28.399515	0.003901	10
422	-1.056191	197.853466	28.429685	0.005842	10
423	-1.072395	198.853466	28.300373	0.005125	10
424	-1.056196	198.620962	28.330333	0.005257	10
425	-1.052990	199.620962	28.201921	0.004415	10
426	-1.053565	200.620918	28.074674	0.004195	10
427	-1.064147	200.388382	28.104162	0.005190	10
428	-1.063491	201.388382	27.977788	0.003855	10
429	-1.070800	202.384873	27.852983	0.003941	10
430	-1.059326	203.384380	27.728913	0.005239	10
431	-1.028747	203.190140	27.752938	0.005676	10
432	-1.051791	204.190137	27.629696	0.003788	10
433	-1.055247	204.229952	27.624812	0.004288	10
434	-1.042095	204.799010	27.555192	0.005715	10
435	-1.073351	204.567240	27.583505	0.005997	10
436	-1.052583	205.567240	27.461759	0.003434	10
437	-1.091908	206.543614	27.343923	0.005992	10
438	-1.066014	207.534754	27.225334	0.006110	10
439	-1.046403	207.302216	27.253065	0.006363	10
440	-1.026403	207.069673	27.280852	0.004524	10
441	-1.037143	207.978370	27.172588	0.003876	10
442	-1.057033	207.745829	27.200212	0.004419	10
443	-1.091425	208.745818	27.081821	0.003824	10
444	-1.049776	208.513276	27.109260	0.005087	10
445	-1.064619	208.280733	27.136755	0.006574	10
446	-1.040384	209.280733	27.018913	0.005133	10
447	-1.035892	209.048191	27.046225	0.005594	10
448	-1.040773	209.071663	27.043465	0.006009	10
449	-1.079235	210.071661	26.926430	0.004568	10
450	-1.069110	209.839124	26.953555	0.006197	10
451	-1.031891	210.819909	26.839520	0.004585	10
452	-1.043402	211.819909	26.724240	0.004215	10
453	-1.064299	211.587456	26.750948	0.004913	10
454	-1.058455	212.502624	26.646103	0.004695	10
455	-1.052915	213.502624	26.532475	0.004213	10
456	-1.045507	213.458763	26.537439	0.005974	10
457	-1.069310	214.458760	26.424734	0.007673	10
458	-1.066880	214.226218	26.450857	0.006396	10
459	-1.083554	214.699030	26.397796	0.007744	10
460	-1.055435	215.699030	26.286272	0.009389	10
461	-1.088050	216.699030	26.175685	0.005297	10
462	-1.082029	217.699030	26.066026	0.006620	10
463	-1.028862	218.699030	25.957281	0.005279	10
464	-1.052367	218.466487	25.982488	0.006574	10
465	-1.050994	219.466487	25.874437	0.004852	10
466	-1.057238	219.791037	25.839562	0.005082	10
467	-1.047096	219.558495	25.864541	0.003936	10
468	-1.054754	220.523840	25.761163	0.003274	10
469	-1.059198	221.523806	25.654946	0.006741	10
470	-1.045931	221.291264	25.679568	0.005299	10
471	-1.032517	222.291264	25.574017	0.003220	10
472	-1.077229	223.291263	25.469331	0.005465	10
473	-1.086867	223.058722	25.493598	0.005681	10
474	-1.036434	223.127442	25.486422	0.006362	10
475	-1.063233	224.127442	25.382450	0.002425	10
476	-1.052212	225.118389	25.280253	0.003818	10
477	-1.041069	226.118374	25.177954	0.005593	10
478	-1.053535	225.885832	25.201669	0.005276	10
479	-1.057172	226.885709	25.100015	0.005032	10
480	-1.059989	226.788869	25.109825	0.005072	11
481	-1.062814	226.556326	25.133412	0.005067	11
482	-1.081960	227.453260	25.042678	0.007544	11
483	-1.081022	227.264540	25.061714	0.004940	10
484	-1.072614	228.264540	24.961172	0.005775	10
485	-1.051080	229.259552	24.861928	0.004817	10
486	-1.070330	229.027028	24.885050	0.003031	11
487	-1.032693	228.800317	24.907635	0.004512	11
488	-1.062083	229.576829	24.830448	0.005329	11
489	-1.064241	229.835258	24.804866	0.005242	11
490	-1.055834	229.602715	24.827883	0.004623	10
491	-1.042650	230.602715	24.729205	0.007703	10
492	-1.033890	230.370173	24.752082	0.002694	10
493	-1.086925	231.370173	24.654003	0.006531	11
494	-1.079892	232.369339	24.556780	0.002533	11
495	-1.048068	232.136995	24.579319	0.006433	11
496	-1.044961	233.136991	24.482603	0.003355	10
497	-1.048332	232.904461	24.505024	0.004430	10
498	-1.085451	232.671922	24.527488	0.003833	10
499	-1.053572	232.439379	24.549993	0.006075	10
