1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
128	-0.929006	43.638151	72.911755	0.008387	10
129	-0.963267	43.563743	72.995784	0.007640	10
130	-0.957967	44.522135	71.928075	0.008890	10
131	-0.980577	44.440055	72.018292	0.010950	10
132	-0.981052	45.440055	70.934334	0.013711	10
133	-0.959547	44.672728	71.763138	0.011258	10
134	-1.002602	45.672728	70.686789	0.008482	10
135	-0.979929	44.905403	71.509783	0.011953	10
136	-0.970359	44.138076	72.352168	0.009589	10
137	-0.960980	45.138076	71.258212	0.010943	10
138	-0.980343	44.370750	72.094645	0.006881	10
139	-0.994729	43.604002	72.950295	0.011741	10
140	-0.968484	44.551834	71.895487	0.010183	10
141	-0.976579	45.551834	70.815194	0.008867	10
142	-1.011120	44.784507	71.641200	0.011670	10
143	-0.996171	44.017290	72.486581	0.006905	10
144	-0.974335	43.255028	73.346494	0.009587	10
145	-0.943923	44.251339	72.226580	0.009367	10
146	-0.979761	45.251339	71.136389	0.007261	10
147	-0.978080	44.484013	71.969949	0.007134	10
148	-0.975275	43.722949	72.816229	0.009671	10
149	-0.954469	43.079062	73.547909	0.006863	10
150	-0.983472	44.074399	72.422967	0.009293	10
151	-0.960130	43.542545	73.019759	0.012612	10
152	-0.991054	42.775219	73.898313	0.010182	10
153	-0.963119	42.007896	74.798261	0.007017	10
154	-0.974106	41.240596	75.720372	0.007723	10
155	-0.974583	40.723234	76.355057	0.010240	10
156	-0.966048	41.722927	75.138091	0.007629	10
157	-0.986562	42.722803	73.959098	0.006406	10
158	-0.959995	41.955973	74.859951	0.011063	10
159	-0.980051	42.955961	73.689472	0.007691	10
160	-0.961124	43.955961	72.555020	0.008568	10
161	-0.966594	44.955961	71.454967	0.011531	10
162	-0.977051	44.188745	72.295931	0.010135	10
163	-0.968228	45.188745	71.203662	0.009508	10
164	-0.974859	44.421419	72.038808	0.011225	10
165	-0.994439	43.654434	72.893393	0.009284	10
166	-0.968427	44.654419	71.783150	0.006003	10
167	-0.966496	43.891278	72.627342	0.006535	10
168	-0.959417	44.605315	71.836879	0.008329	10
169	-0.958428	45.593859	70.770505	0.010454	10
170	-0.955527	46.592531	69.724879	0.007847	10
171	-0.967042	47.591854	68.709048	0.010997	11
172	-0.987055	48.166726	68.137980	0.007601	11
173	-0.978737	49.160982	67.172393	0.008687	10
174	-0.969063	50.160472	66.228918	0.009880	10
175	-0.973387	49.393145	66.950852	0.011667	10
176	-0.951607	49.495752	66.853405	0.008735	10
177	-0.984763	50.495751	65.918338	0.006926	10
178	-0.941506	50.019307	66.360561	0.008391	10
179	-0.937295	49.511112	66.838841	0.008185	10
180	-0.976922	48.755820	67.562550	0.008127	10
181	-0.961005	49.754891	66.608555	0.009049	10
182	-0.993093	48.987820	67.338589	0.007558	10
183	-0.976144	48.220504	68.085044	0.010034	10
184	-0.965032	49.172013	67.161834	0.007842	10
185	-0.976598	48.478943	67.831790	0.013782	10
186	-0.979530	47.711616	68.589291	0.010690	10
187	-0.957824	48.711616	67.605391	0.007395	10
188	-0.939611	47.944292	68.357814	0.007267	10
189	-0.962703	48.943769	67.380999	0.009060	10
190	-0.963622	48.176449	68.128404	0.007087	10
191	-0.983075	49.170521	67.163261	0.010012	10
192	-0.987545	48.403203	67.905814	0.009664	10
193	-0.987313	49.193178	67.141582	0.006780	10
194	-0.939591	50.192671	66.198964	0.009033	10
195	-0.968959	49.426186	66.919442	0.006649	10
196	-0.964629	50.270983	66.126225	0.011645	10
197	-0.975073	51.213312	65.263328	0.006989	10
198	-1.003077	52.213015	64.372175	0.008844	10
199	-0.969428	51.649950	64.871085	0.007174	10
200	-0.970590	50.884335	65.562003	0.008300	10
201	-0.998795	51.853577	64.689769	0.011073	10
202	-0.988134	51.086251	65.378363	0.009252	10
203	-1.010567	52.086251	64.483826	0.011706	10
204	-0.980396	53.086251	63.613437	0.012477	10
205	-0.990272	52.318924	64.279190	0.010561	10
206	-0.987135	53.318924	63.414280	0.009914	10
207	-0.942685	52.554770	64.073085	0.008177	10
208	-1.008508	51.791770	64.744696	0.009536	10
209	-0.994171	52.739764	63.912342	0.011083	10
210	-0.997219	53.739763	63.057211	0.007957	10
211	-0.957168	52.976266	63.708014	0.008100	10
212	-0.975569	53.855897	62.959383	0.009526	10
213	-0.972107	54.853527	62.131337	0.008051	10
214	-0.965152	54.256026	62.624633	0.010221	10
215	-0.966594	55.256026	61.803392	0.007001	10
216	-0.982987	56.256017	61.003418	0.007798	10
217	-0.988140	55.494726	61.610535	0.009139	10
218	-0.983773	54.727422	62.234801	0.007314	10
219	-0.982993	55.727422	61.423686	0.009101	10
220	-0.966627	55.322400	61.749644	0.012885	10
221	-0.967624	54.555073	62.376765	0.007752	10
222	-0.974735	55.555073	61.561969	0.007781	10
223	-0.976960	54.791440	62.182234	0.006123	10
224	-1.003498	55.791128	61.372728	0.009172	10
225	-0.971362	56.776267	60.595362	0.007402	10
226	-0.991589	57.539938	60.006172	0.007318	10
227	-0.955375	56.773360	60.597627	0.008581	10
228	-0.994081	57.602855	59.958141	0.007348	10
229	-0.990666	57.643382	59.927243	0.008257	10
230	-0.985644	56.876394	60.517453	0.009363	10
231	-0.957531	57.876394	59.750209	0.007503	10
232	-0.952326	58.876388	59.002180	0.008667	10
233	-0.968930	59.876382	58.272649	0.008347	10
234	-0.994056	59.109056	58.830815	0.006567	10
235	-1.016716	58.386065	59.366603	0.011731	10
236	-0.955850	59.384264	58.629398	0.008224	10
237	-0.985143	60.384264	57.908996	0.009843	10
238	-0.963236	59.621399	58.456949	0.006690	10
239	-0.996178	58.905993	58.980320	0.009717	10
240	-0.974605	59.903622	58.253029	0.010940	10
241	-0.957851	59.136297	58.810816	0.009441	10
242	-0.948508	60.136297	58.085976	0.007757	10
243	-0.975070	61.136096	57.378927	0.010526	10
244	-0.990734	61.422928	57.179248	0.011565	10
245	-0.971114	60.658410	57.714583	0.009511	10
246	-0.983653	61.658409	57.016353	0.010393	10
247	-0.992942	62.658409	56.334815	0.008591	10
248	-0.986556	63.658408	55.669379	0.005312	10
249	-0.962961	64.509394	55.115360	0.008982	10
250	-0.994685	63.750758	55.608718	0.008623	10
251	-0.951023	64.750744	54.960235	0.009364	10
252	-0.975843	63.990741	55.451700	0.009573	10
253	-0.982634	64.990740	54.806844	0.006886	10
254	-0.961942	65.979959	54.183528	0.009407	10
255	-0.955659	66.979959	53.567666	0.012781	10
256	-0.964561	67.979959	52.965647	0.010456	10
257	-0.987205	68.910834	52.417277	0.010625	10
258	-0.950678	69.910694	51.840777	0.007750	10
259	-0.980514	70.910694	51.276743	0.008862	10
260	-0.976806	70.673048	51.409669	0.010841	10
261	-0.980342	69.905721	51.843613	0.011763	10
262	-0.968174	70.905721	51.279518	0.012630	10
263	-0.994378	71.905434	50.727722	0.007397	10
264	-1.005645	72.905433	50.187523	0.011818	10
265	-1.020020	73.905178	49.658840	0.008334	10
266	-0.953568	73.137878	50.063600	0.008366	10
267	-0.959343	74.135241	49.538751	0.009177	10
268	-0.941520	73.425064	49.911335	0.008571	10
269	-0.983971	72.877975	50.202202	0.007301	10
270	-0.967404	73.877975	49.673078	0.008630	10
271	-0.976271	74.877972	49.154993	0.008171	10
272	-0.944383	75.877972	48.647602	0.012564	10
273	-0.995781	75.110649	49.035992	0.007274	10
274	-0.958752	75.469718	48.853476	0.008804	10
275	-0.966334	74.936388	49.125062	0.009320	10
276	-0.964042	75.936092	48.618434	0.007242	10
277	-0.975311	75.173030	49.004186	0.008476	10
278	-0.971590	76.173028	48.499889	0.007375	10
279	-0.969811	77.168147	48.008251	0.007650	10
280	-0.975854	78.168143	47.524143	0.008893	10
281	-0.971447	79.166575	47.050436	0.007723	10
282	-0.961190	80.164383	46.586367	0.010597	10
283	-0.984218	81.164197	46.130456	0.009585	10
284	-0.971181	82.164182	45.683307	0.010330	10
285	-1.008050	81.498316	45.980083	0.009461	10
286	-0.960866	81.030866	46.190738	0.006556	10
287	-0.987614	80.265625	46.539791	0.008518	10
288	-0.959405	81.265611	46.084710	0.008972	10
289	-0.984485	80.498286	46.433110	0.009532	10
290	-0.977573	79.741638	46.781858	0.007951	10
291	-0.964680	80.741457	46.322130	0.009231	10
292	-0.977619	81.741450	45.871272	0.009681	10
293	-0.984987	80.974124	46.216441	0.007326	10
294	-0.985955	81.974124	45.767625	0.007801	10
295	-0.973952	81.247961	46.092665	0.008507	10
296	-0.978336	82.202106	45.666520	0.006898	10
297	-0.970285	81.543374	45.959879	0.007901	10
298	-0.968862	81.113892	46.153182	0.007749	10
299	-0.971219	82.113840	45.705611	0.009875	10
300	-0.931612	81.416497	46.016815	0.009161	10
301	-0.986543	82.375345	45.589991	0.007681	10
302	-0.972068	81.608019	45.930923	0.008212	10
303	-0.958380	80.840693	46.276993	0.011483	10
304	-0.947314	80.073483	46.628264	0.006964	10
305	-0.956674	79.313659	46.981449	0.006285	10
306	-0.969871	80.306187	46.521157	0.008636	10
307	-0.983986	81.306156	46.066446	0.006111	10
308	-0.998512	80.547637	46.410544	0.007125	10
309	-0.952615	79.918426	46.699906	0.010927	10
310	-0.979594	80.917022	46.242335	0.008093	10
311	-1.020544	80.270071	46.537748	0.009494	10
312	-0.982440	79.502766	46.893048	0.011538	10
313	-0.963231	80.502766	46.431060	0.007651	10
314	-0.968170	81.502353	45.978272	0.010098	10
315	-0.987031	82.502352	45.534048	0.009694	10
316	-0.960179	83.502348	45.098327	0.009950	10
317	-0.965079	82.735022	45.431918	0.006730	10
318	-0.978921	83.735021	44.998139	0.006283	10
319	-0.986950	82.968424	45.329927	0.009091	10
320	-0.984235	82.385626	45.585457	0.006792	10
321	-0.963647	81.869134	45.814336	0.008437	10
322	-0.982652	81.163167	46.130922	0.011099	10
323	-0.963133	82.163167	45.683757	0.009092	10
324	-0.983837	83.163167	45.245178	0.006008	10
325	-0.982159	84.160512	44.816072	0.008408	10
326	-0.957689	83.848720	44.949343	0.010018	10
327	-0.978918	83.081395	45.280725	0.009403	10
328	-0.984799	84.081394	44.849815	0.010708	10
329	-0.980933	83.315762	45.178993	0.009151	10
330	-0.958330	82.576836	45.501304	0.007188	10
331	-0.991003	83.373066	45.154188	0.009982	10
332	-0.971348	84.365443	44.728906	0.008241	10
333	-0.992663	85.365443	44.308385	0.009705	10
334	-0.976416	84.598117	44.630351	0.006768	10
335	-0.991069	85.596833	44.212205	0.011406	10
336	-0.971734	86.551356	43.819820	0.005941	10
337	-0.968508	85.786078	44.133853	0.007985	10
338	-0.962931	85.018894	44.453218	0.009134	10
339	-0.988721	85.564036	44.225812	0.007655	10
340	-0.996246	84.797160	44.546385	0.011666	10
341	-0.959770	85.797160	44.129273	0.008153	10
342	-0.975533	86.797160	43.719900	0.007839	10
343	-0.980681	87.787939	43.321724	0.009190	10
344	-0.961334	87.539522	43.420875	0.009001	10
345	-0.972126	88.470255	43.051704	0.009433	10
346	-0.992374	89.310183	42.723898	0.007923	10
347	-0.977939	88.542868	43.023166	0.011832	10
348	-0.979234	89.541910	42.634337	0.006205	10
349	-0.978473	88.774655	42.932324	0.008263	10
350	-0.989681	89.774357	42.544874	0.010238	10
351	-0.996640	89.007052	42.841626	0.009340	10
352	-0.975415	89.706890	42.570801	0.009730	10
353	-0.950726	88.939564	42.867926	0.009120	10
354	-0.977808	88.215547	43.152108	0.008669	10
355	-0.988490	87.448224	43.457429	0.010329	10
356	-1.000856	86.680899	43.767103	0.010302	10
357	-0.972996	87.680898	43.364392	0.008110	10
358	-0.961603	88.680112	42.969331	0.006788	10
359	-0.962562	89.554793	42.629369	0.006950	10
360	-1.011460	89.062105	42.820197	0.008176	10
361	-0.957541	88.294786	43.120822	0.010565	11
362	-0.976500	89.280598	42.735360	0.008307	11
363	-1.004053	88.513272	43.034793	0.008981	11
364	-0.992411	87.745946	43.338453	0.006626	10
365	-0.969042	88.745946	42.943555	0.010348	10
366	-0.998580	87.979682	43.245502	0.006860	10
367	-0.976410	87.212367	43.552148	0.008332	10
368	-0.989884	88.181809	43.165442	0.005829	11
369	-0.963809	88.695727	42.963215	0.009450	11
370	-0.991161	89.694507	42.575564	0.007430	10
371	-0.991325	90.617754	42.223400	0.008410	10
372	-0.968794	89.850497	42.515651	0.007164	10
373	-0.983251	90.846851	42.136913	0.008652	10
374	-0.965403	90.079537	42.427986	0.011194	10
375	-0.978937	91.079537	42.049433	0.006953	10
376	-0.975674	92.067912	41.681861	0.009005	10
377	-0.961996	92.635152	41.473795	0.010031	10
378	-0.952624	91.884216	41.749690	0.008186	10
379	-0.961311	91.394614	41.931556	0.005994	10
380	-0.993176	92.392210	41.562653	0.011391	10
381	-0.951650	92.962418	41.354695	0.009809	10
382	-0.963485	93.955613	40.997398	0.007409	10
383	-0.985388	94.955546	40.643860	0.006650	10
384	-0.964764	94.302755	40.873967	0.007239	10
385	-0.975631	94.396968	40.840597	0.007846	10
386	-0.968867	95.396953	40.489729	0.011890	10
387	-0.950271	96.396933	40.144840	0.010742	10
388	-0.976450	95.629607	40.408959	0.011133	10
389	-0.978423	95.943277	40.300573	0.006862	10
390	-0.986801	95.464849	40.466124	0.006475	10
391	-0.962999	95.715233	40.379314	0.011233	10
392	-0.991702	94.953502	40.644577	0.011466	10
393	-0.959751	95.953502	40.297049	0.010372	10
394	-0.995914	96.953502	39.955414	0.009150	10
395	-0.997016	96.207278	40.209798	0.009071	10
396	-0.989650	97.207278	39.869635	0.010551	10
397	-0.973867	98.207176	39.535212	0.009955	10
398	-0.990664	99.205588	39.206838	0.011294	10
399	-0.975265	98.438433	39.458664	0.007854	10
400	-0.977878	97.902013	39.636680	0.008002	10
401	-0.980830	98.902013	39.306104	0.007329	10
402	-0.983950	99.902013	38.980997	0.006845	10
403	-1.017332	99.754078	39.028752	0.009182	10
404	-0.990423	100.610071	38.754036	0.007269	10
405	-0.961894	101.606434	38.439101	0.007106	10
406	-0.994795	102.566432	38.140464	0.009804	10
407	-0.981529	103.566431	37.834278	0.011034	10
408	-0.989020	102.932275	38.027875	0.010697	10
409	-0.976090	103.932275	37.723487	0.005590	10
410	-0.958794	104.916928	37.428494	0.009246	10
411	-0.976036	104.589198	37.526166	0.007910	10
412	-0.982820	105.589198	37.229725	0.008515	10
413	-0.967328	106.589198	36.937931	0.008205	10
414	-0.956812	107.580320	36.653207	0.008271	10
415	-0.976196	106.813006	36.873251	0.007364	10
416	-0.998010	107.404286	36.703456	0.006432	10
417	-0.970432	106.877201	36.854740	0.010237	10
418	-0.982420	106.651347	36.919947	0.010843	10
419	-0.992882	105.884044	37.143213	0.011859	10
420	-0.961712	105.116718	37.369201	0.010561	10
421	-1.001144	104.371819	37.591231	0.008751	10
422	-0.974039	103.604494	37.822721	0.008564	10
423	-0.976439	102.837173	38.057079	0.008029	10
424	-0.993883	103.837169	37.752226	0.010352	10
425	-0.976778	103.177508	37.952775	0.005880	10
426	-0.971403	102.410363	38.188698	0.008527	10
427	-0.969987	101.975551	38.323724	0.008278	10
428	-0.974242	102.975551	38.014601	0.007189	10
429	-0.974953	103.975345	37.710486	0.009380	10
430	-0.983283	104.282262	37.618103	0.006881	10
431	-0.968774	105.281963	37.320302	0.012843	10
432	-0.985893	106.281962	37.027093	0.012560	10
433	-1.001345	107.281962	36.738455	0.008028	10
434	-0.975216	108.281962	36.454282	0.009627	10
435	-0.984805	107.595135	36.648984	0.010141	10
436	-0.990182	108.528238	36.384970	0.008716	10
437	-0.991850	107.760912	36.601799	0.007062	10
438	-0.975933	107.019276	36.813839	0.006813	10
439	-0.981241	106.489834	36.966720	0.011890	10
440	-0.939449	107.489383	36.679148	0.008108	10
441	-0.949610	108.485951	36.396852	0.010043	10
442	-0.984897	107.718624	36.613824	0.009777	10
443	-0.965995	108.718624	36.331568	0.009600	10
444	-0.972373	107.951299	36.547759	0.007543	10
445	-0.979063	108.950894	36.266630	0.010666	10
446	-0.974759	109.950546	35.989778	0.009343	10
447	-1.001205	110.947037	35.717976	0.007692	10
448	-0.993288	110.468134	35.848086	0.008069	10
449	-0.980816	111.117609	35.671862	0.006523	10
450	-0.958698	111.620431	35.536614	0.009436	10
451	-0.974746	112.603243	35.275200	0.007844	10
452	-0.995658	113.603016	35.013191	0.011531	10
453	-0.964404	112.874545	35.203713	0.006360	10
454	-0.984949	113.874328	34.942758	0.008595	10
455	-0.959904	113.107189	35.142643	0.009902	10
456	-1.010963	112.484148	35.306672	0.009664	10
457	-0.974159	111.716910	35.510780	0.009654	10
458	-0.993894	112.716908	35.245214	0.009292	10
459	-0.995731	111.949588	35.448632	0.008022	10
460	-0.989299	111.188429	35.652750	0.010194	10
461	-1.018042	110.686560	35.788626	0.007939	10
462	-0.993996	110.316824	35.889393	0.009091	10
463	-0.965746	111.300713	35.622492	0.007074	10
464	-1.009749	110.533392	35.830301	0.009044	10
465	-0.985457	111.533351	35.559963	0.008754	10
466	-0.986399	112.480474	35.307644	0.011212	10
467	-0.993719	113.480474	35.045095	0.008513	10
468	-0.960411	112.713148	35.246205	0.009762	10
469	-0.974222	113.713148	34.984566	0.007691	10
470	-0.991415	112.957648	35.181874	0.007011	10
471	-0.953908	112.441408	35.317980	0.014211	10
472	-0.983648	111.674082	35.522243	0.006731	10
473	-0.983616	112.670334	35.257494	0.006790	10
474	-0.973702	113.665760	34.996877	0.008488	10
475	-0.966267	114.665510	34.738977	0.009061	10
476	-0.974725	115.665477	34.484796	0.009692	10
477	-0.974496	116.665477	34.234299	0.010440	10
478	-0.997018	115.898170	34.426180	0.011407	10
479	-0.970988	116.898170	34.176531	0.008789	10
480	-0.995069	117.886774	33.933260	0.009670	10
481	-1.009950	118.886774	33.690684	0.009282	10
482	-0.981896	119.883188	33.452402	0.007519	10
483	-0.952328	119.115862	33.635600	0.008790	10
484	-0.972073	120.086041	33.404304	0.010220	10
485	-1.028020	121.086040	33.169205	0.009660	10
486	-0.935521	122.086040	32.937392	0.007535	10
487	-0.972414	121.318714	33.114978	0.009026	10
488	-0.953597	122.311393	32.885599	0.005935	10
489	-0.982449	122.374440	32.871138	0.008529	10
490	-0.989220	121.617660	33.045564	0.010070	10
491	-0.956616	122.585888	32.822731	0.007370	10
492	-0.970258	123.585331	32.595845	0.007243	10
493	-0.998877	122.818006	32.769756	0.011878	10
494	-0.985734	122.108907	32.932129	0.006711	10
495	-0.957381	122.452866	32.853168	0.011189	10
496	-0.983169	123.450799	32.626203	0.007564	10
497	-0.976470	122.683473	32.800439	0.008506	10
498	-0.973796	123.208747	32.680965	0.008481	10
499	-0.976959	124.208575	32.455942	0.007870	10
