1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
49	-0.928594	31.161976	97.801838	0.016563	11
50	-0.912860	30.305097	99.435287	0.015094	11
51	-0.903846	31.305097	97.534224	0.015250	11
52	-0.898245	30.439059	99.176330	0.017586	10
53	-0.912814	29.573020	100.874677	0.019108	11
54	-0.910429	30.573020	98.918719	0.018887	11
55	-0.874027	29.706989	100.608164	0.015827	11
56	-0.915467	30.706989	98.662428	0.016515	11
57	-0.886081	31.552745	97.074606	0.020724	11
58	-0.892032	32.552745	95.261915	0.012026	10
59	-0.908743	33.552745	93.515680	0.021862	11
60	-0.882115	32.686707	95.024213	0.019238	11
61	-0.884286	33.686707	93.286602	0.017478	11
62	-0.911257	34.686707	91.611398	0.014293	11
63	-0.907017	35.686705	89.995301	0.022046	10
64	-0.899022	36.686705	88.435231	0.019315	10
65	-0.900906	37.686705	86.928327	0.015726	11
66	-0.869709	37.862192	86.669165	0.013796	11
67	-0.888943	36.996154	87.963369	0.015773	11
68	-0.905150	36.130129	89.296789	0.015158	10
69	-0.929360	37.130129	87.760636	0.017255	11
70	-0.897259	36.265070	89.086367	0.016669	10
71	-0.883931	37.265070	87.557383	0.016434	11
72	-0.920342	36.399032	88.878452	0.020330	11
73	-0.897466	35.777621	89.851195	0.016600	10
74	-0.925574	36.777621	88.296074	0.015494	10
75	-0.908701	35.959843	89.563750	0.016312	11
76	-0.921759	35.695516	89.981315	0.014208	11
77	-0.918408	36.695499	88.421752	0.016377	11
78	-0.902927	37.534331	87.154615	0.015603	11
79	-0.903077	36.668293	88.463467	0.018150	11
80	-0.917485	37.635456	87.004305	0.019327	11
81	-0.911766	38.622160	85.564446	0.018531	11
82	-0.901590	39.622160	84.153008	0.016046	11
83	-0.933984	38.756121	85.372628	0.021411	11
84	-0.914570	38.276519	86.063371	0.020142	11
85	-0.912783	39.276519	84.635562	0.022791	11
86	-0.929176	40.276519	83.254355	0.015551	10
87	-0.927938	41.276519	81.917505	0.015387	10
88	-0.895309	42.263224	80.639853	0.018452	10
89	-0.923853	43.009411	79.699797	0.018575	10
90	-0.911726	44.009411	78.473824	0.012504	11
91	-0.899024	45.009411	77.284996	0.020397	11
92	-0.922083	46.009396	76.131668	0.013484	11
93	-0.897340	45.143357	77.128487	0.017837	10
94	-0.901236	46.142091	75.981206	0.017722	10
95	-0.924532	47.142091	74.866165	0.017112	11
96	-0.936133	48.142081	73.783389	0.018423	11
97	-0.896822	47.276053	74.719274	0.016934	11
98	-0.905152	48.276053	73.640701	0.016868	11
99	-0.900276	47.410014	74.572958	0.015171	11
100	-0.905949	48.410014	73.498574	0.017215	11
101	-0.929659	47.558442	74.411509	0.018104	10
102	-0.907326	46.752310	75.296873	0.019742	11
103	-0.902968	47.752310	74.201683	0.014083	11
104	-0.918087	48.751518	73.138724	0.019161	11
105	-0.919818	47.885480	74.058236	0.019744	10
106	-0.891966	47.019441	75.001161	0.014714	11
107	-0.923123	48.017058	73.917046	0.018500	11
108	-0.943552	49.017058	72.861346	0.017080	11
109	-0.912029	50.017058	71.835376	0.021550	11
110	-0.916660	49.151019	72.722209	0.022889	11
111	-0.918329	50.151019	71.700126	0.017694	10
112	-0.887486	51.099158	70.757235	0.013299	10
113	-0.926254	52.099158	69.789272	0.017940	11
114	-0.904686	53.099158	68.847436	0.018037	10
115	-0.940355	54.099158	67.930682	0.016904	11
116	-0.932074	55.099158	67.038022	0.013690	11
117	-0.883090	54.233120	67.809724	0.017841	11
118	-0.905492	53.677941	68.313843	0.018534	11
119	-0.901455	54.677941	67.411151	0.015961	11
120	-0.900634	53.811902	68.191517	0.018302	11
121	-0.893352	52.945905	68.990123	0.016499	10
122	-0.896884	53.644637	68.344322	0.016494	11
123	-0.913290	54.644636	67.440830	0.016163	11
124	-0.908112	53.778598	68.221888	0.016930	11
125	-0.928278	54.776140	67.323792	0.015552	11
126	-0.939393	55.776140	66.446907	0.018212	11
127	-0.934023	56.766845	65.600412	0.020909	11
128	-0.917754	57.766845	64.767569	0.015207	11
129	-0.939818	56.901193	65.487278	0.014431	11
130	-0.931473	57.898703	64.659328	0.014766	11
131	-0.911811	58.808688	63.922076	0.016145	11
132	-0.935449	59.803376	63.135197	0.013582	11
133	-0.935052	60.803375	62.363406	0.018420	10
134	-0.939132	61.803375	61.610255	0.019932	11
135	-0.947277	62.803375	60.875079	0.017903	11
136	-0.915226	63.802694	60.157724	0.014724	11
137	-0.919432	64.802694	59.456607	0.013387	10
138	-0.915501	63.936655	60.062844	0.018708	10
139	-0.915038	63.070706	60.681506	0.015064	11
140	-0.939842	62.211655	61.307963	0.016116	11
141	-0.935924	61.345616	61.952747	0.017957	10
142	-0.890436	60.479577	62.611236	0.016959	11
143	-0.924808	61.479577	61.852124	0.015729	11
144	-0.937055	62.479577	61.111199	0.020225	11
145	-0.910049	63.479577	60.387815	0.013473	11
146	-0.946485	64.479577	59.681356	0.014597	10
147	-0.913283	65.376399	59.061701	0.016464	10
148	-0.920439	66.376399	58.385756	0.019272	10
149	-0.916923	67.376361	57.725132	0.016685	10
150	-0.931890	66.511910	58.295346	0.016216	11
151	-0.925146	67.511910	57.636730	0.017398	11
152	-0.925791	68.511910	56.992830	0.016752	10
153	-0.894790	67.645871	57.549630	0.018566	11
154	-0.946441	68.645871	56.907664	0.018198	11
155	-0.943322	69.634805	56.286733	0.017876	11
156	-0.912815	70.634798	55.672487	0.022744	11
157	-0.944620	69.768759	56.203667	0.020279	11
158	-0.948570	70.768759	55.591218	0.012370	11
159	-0.910534	71.768759	54.991973	0.017349	10
160	-0.909479	70.902720	55.510186	0.018018	10
161	-0.923627	71.902633	54.912729	0.019712	10
162	-0.938993	71.045869	55.423857	0.014230	11
163	-0.944602	72.045869	54.828195	0.013366	11
164	-0.938471	73.045869	54.245201	0.014622	11
165	-0.932275	73.993658	53.703976	0.014202	11
166	-0.911126	73.127744	54.198017	0.019525	11
167	-0.928631	74.127744	53.628278	0.016298	11
168	-0.933212	73.261706	54.120993	0.013921	11
169	-0.935047	72.395667	54.622845	0.012891	11
170	-0.923835	73.394373	54.044928	0.015958	11
171	-0.918459	74.394372	53.478386	0.017770	10
172	-0.912535	75.394366	52.923602	0.013280	11
173	-0.936024	76.392176	52.381385	0.019323	11
174	-0.954781	75.526138	52.851354	0.017891	10
175	-0.913863	76.526138	52.309434	0.018581	11
176	-0.945242	77.526138	51.778515	0.020234	11
177	-0.923632	78.526138	51.258264	0.015192	10
178	-0.923414	77.660099	51.708210	0.016313	11
179	-0.904678	76.812932	52.156059	0.017187	10
180	-0.918982	77.716016	51.678920	0.016696	10
181	-0.949733	76.849979	52.136313	0.015168	11
182	-0.922643	77.849979	51.608884	0.015347	11
183	-0.939689	76.983997	52.065003	0.015835	10
184	-0.942740	77.982971	51.539543	0.016357	11
185	-0.928426	78.982970	51.024060	0.018940	11
186	-0.928101	79.982970	50.518786	0.013086	10
187	-0.922033	79.123866	50.952258	0.018351	11
188	-0.926138	80.123668	50.448497	0.016160	11
189	-0.935521	79.257630	50.884278	0.017699	11
190	-0.953244	80.256430	50.382352	0.016826	11
191	-0.932835	79.390391	50.816986	0.019751	10
192	-0.910620	80.390391	50.315785	0.020315	10
193	-0.951229	81.390391	49.824373	0.020933	11
194	-0.911747	82.390391	49.342468	0.016064	10
195	-0.906939	81.524352	49.759271	0.018843	10
196	-0.921105	80.658314	50.183176	0.019702	11
197	-0.922031	81.658314	49.694339	0.017372	10
198	-0.948947	80.792275	50.117134	0.013129	11
199	-0.942043	81.781987	49.634544	0.014872	11
200	-0.952407	81.027077	50.001796	0.017600	11
201	-0.934655	82.027076	49.516469	0.016888	11
202	-0.914929	83.027076	49.040474	0.013609	11
203	-0.892275	83.925458	48.620584	0.017754	11
204	-0.932198	83.059419	49.025231	0.014607	10
205	-0.916181	84.059419	48.558588	0.019675	11
206	-0.929839	83.193390	48.962195	0.017886	11
207	-0.930883	82.327721	49.372395	0.013658	10
208	-0.933946	81.526089	49.758429	0.018472	11
209	-0.960011	80.660315	50.182188	0.020003	11
210	-0.942307	81.660315	49.693370	0.019471	10
211	-0.915000	82.660315	49.213984	0.017925	11
212	-0.935651	81.794277	49.628610	0.013496	10
213	-0.945571	82.794277	49.150466	0.015178	10
214	-0.923535	81.929288	49.563513	0.014615	11
215	-0.936797	82.929288	49.086616	0.016279	11
216	-0.934605	82.063432	49.499002	0.017815	11
217	-0.894953	83.063432	49.023341	0.013587	11
218	-0.936048	84.063432	48.556733	0.014133	10
219	-0.954617	85.062953	48.099142	0.015240	10
220	-0.931536	86.061634	47.650469	0.015537	10
221	-0.951595	85.195595	48.039065	0.012778	11
222	-0.934565	86.107358	47.630127	0.017137	11
223	-0.940159	85.830231	47.753684	0.017550	11
224	-0.952950	84.964253	48.143944	0.017877	10
225	-0.935860	85.964210	47.693870	0.017029	10
226	-0.946666	85.865343	47.737994	0.020170	10
227	-0.918559	84.999304	48.128024	0.015856	11
228	-0.965524	85.999304	47.678227	0.015881	11
229	-0.947538	86.999304	47.236759	0.016896	11
230	-0.945821	86.133266	47.618609	0.018330	10
231	-0.954351	87.133266	47.178239	0.017614	11
232	-0.942512	88.133263	46.745941	0.017062	10
233	-0.941370	88.845280	46.442934	0.017042	11
234	-0.937069	87.979242	46.812007	0.017390	11
235	-0.930666	87.201645	47.148424	0.015752	11
236	-0.940115	86.344710	47.524811	0.017375	11
237	-0.949262	85.480293	47.910622	0.016017	10
238	-0.921561	86.478654	47.465584	0.016702	10
239	-0.916865	87.478654	47.028027	0.015900	10
240	-0.950918	86.612616	47.406496	0.017070	11
241	-0.946050	87.612616	46.970023	0.014386	11
242	-0.940683	86.746577	47.347556	0.018857	11
243	-0.954118	85.881791	47.730647	0.017113	11
244	-0.952186	86.881791	47.288213	0.016812	10
245	-0.932422	87.840674	46.871605	0.017512	10
246	-0.928520	88.840674	46.444881	0.017525	10
247	-0.938503	87.974635	46.813986	0.022180	11
248	-0.924264	88.974635	46.388306	0.019020	11
249	-0.941321	89.974635	45.970298	0.016702	11
250	-0.935587	89.108597	46.331869	0.015234	11
251	-0.935112	88.242558	46.699173	0.011654	11
252	-0.942203	87.377893	47.071750	0.011358	10
253	-0.944950	88.377885	46.641394	0.018445	10
254	-0.924678	87.607462	46.972252	0.015832	11
255	-0.931148	88.607462	46.543702	0.015689	11
256	-0.962361	89.227868	46.281736	0.018703	10
257	-0.934061	90.227867	45.865638	0.015246	10
258	-0.944880	91.227867	45.456955	0.014043	10
259	-0.962049	92.227866	45.055491	0.013376	10
260	-0.937841	93.227866	44.661055	0.014829	10
261	-0.937169	94.225364	44.274428	0.015280	11
262	-0.935582	95.225364	43.893492	0.018902	11
263	-0.920710	96.225364	43.519055	0.017005	11
264	-0.934061	97.225364	43.150953	0.017444	10
265	-0.935406	98.225363	42.789025	0.015837	11
266	-0.917483	97.359372	43.102096	0.022195	10
267	-0.912138	98.359372	42.740984	0.016080	11
268	-0.920811	99.359372	42.385873	0.013852	11
269	-0.940624	100.359364	42.036617	0.017067	10
270	-0.945018	99.493460	42.338705	0.019469	10
271	-0.930221	100.493460	41.990220	0.020653	10
272	-0.901925	101.493460	41.647424	0.015380	10
273	-0.964831	100.627422	41.943971	0.015871	10
274	-0.967148	99.761383	42.244772	0.015735	11
275	-0.963012	100.759135	41.898598	0.021847	11
276	-0.938598	101.759135	41.557291	0.014172	11
277	-0.959374	102.759135	41.221499	0.015630	10
278	-0.940490	101.893096	41.511991	0.013146	11
279	-0.928556	102.893096	41.176928	0.011729	11
280	-0.941279	103.855973	40.859375	0.016137	11
281	-0.932327	104.855973	40.534723	0.015393	11
282	-0.958834	103.989935	40.815583	0.019174	11
283	-0.948990	104.989935	40.491624	0.016400	11
284	-0.986937	104.226035	40.738630	0.015415	11
285	-0.942036	105.226035	40.415886	0.013639	11
286	-0.955589	106.226035	40.098216	0.017682	10
287	-0.931915	107.226035	39.785501	0.018867	11
288	-0.948815	108.225997	39.477638	0.013314	11
289	-0.940472	109.225997	39.174491	0.016302	10
290	-0.953914	110.225981	38.875968	0.017861	10
291	-0.928054	109.360028	39.134213	0.016462	10
292	-0.951836	108.494099	39.395904	0.019586	10
293	-0.930000	108.148344	39.501374	0.014803	10
294	-0.951966	109.148344	39.197864	0.018844	11
295	-0.934481	110.148344	38.898982	0.013919	11
296	-0.936541	109.282306	39.157559	0.017077	10
297	-0.959216	108.416315	39.419582	0.018167	10
298	-0.931706	107.909736	39.574490	0.018027	10
299	-0.915957	107.044593	39.841878	0.020705	11
300	-0.935323	108.044593	39.533133	0.015122	11
301	-0.934619	107.178555	39.800239	0.018689	11
302	-0.962283	108.178554	39.492137	0.020480	11
303	-0.940226	107.571451	39.678615	0.015289	10
304	-0.934117	106.705422	39.947694	0.016463	11
305	-0.948376	107.705422	39.637313	0.019586	10
306	-0.957124	108.216203	39.480630	0.017529	10
307	-0.958226	109.215621	39.177612	0.013491	11
308	-0.943543	110.215621	38.879038	0.014228	11
309	-0.914563	109.349969	39.137233	0.015266	11
310	-0.918287	108.483938	39.398995	0.016359	11
311	-0.926552	109.471186	39.100871	0.018447	10
312	-0.945844	108.605292	39.362105	0.022982	10
313	-0.945055	107.739253	39.626897	0.015553	10
314	-0.906029	108.739253	39.321462	0.016164	10
315	-0.923461	109.739253	39.020699	0.015307	11
316	-0.939102	110.739253	38.724503	0.016454	11
317	-0.967759	111.739253	38.432769	0.016984	11
318	-0.934407	112.736703	38.146126	0.020696	11
319	-0.928569	113.736703	37.863010	0.013915	11
320	-0.973377	112.870664	38.107954	0.020222	11
321	-0.965829	113.721606	37.867252	0.019373	11
322	-0.938213	114.721606	37.588246	0.017757	10
323	-0.933339	115.707173	37.317260	0.014123	10
324	-0.942026	116.707173	37.046270	0.015583	11
325	-0.970835	115.980552	37.242784	0.017321	10
326	-0.960912	116.980552	36.972870	0.015256	11
327	-0.960124	117.980552	36.706841	0.016802	11
328	-0.938452	117.114514	36.937009	0.016310	10
329	-0.938199	118.114514	36.671494	0.013347	11
330	-0.965626	119.114475	36.409779	0.014889	10
331	-0.951197	120.114475	36.151763	0.016722	11
332	-0.950024	120.562013	36.037472	0.017795	11
333	-0.935756	121.561760	35.784751	0.021870	11
334	-0.940181	122.561760	35.535487	0.018105	11
335	-0.975423	123.561760	35.289672	0.016796	11
336	-0.963935	122.695745	35.502353	0.014903	10
337	-0.953212	123.695291	35.257105	0.014342	10
338	-0.943397	122.829253	35.469399	0.011354	10
339	-0.957735	123.829252	35.224494	0.018361	11
340	-0.911416	122.963213	35.436393	0.016500	11
341	-0.948499	123.963213	35.191943	0.017411	11
342	-0.943632	124.963213	34.950841	0.016826	10
343	-0.962560	125.963213	34.713021	0.014070	10
344	-0.939620	125.097175	34.918794	0.017540	10
345	-0.944768	124.231136	35.127020	0.013847	10
346	-0.936730	123.365115	35.337741	0.012733	11
347	-0.934242	122.499076	35.551010	0.017398	11
348	-0.929542	123.499067	35.304983	0.016520	11
349	-0.939376	122.633029	35.517855	0.017092	11
350	-0.923131	123.633029	35.272283	0.016826	10
351	-0.940585	124.633029	35.030083	0.014617	10
352	-0.950445	125.633029	34.791187	0.020693	11
353	-0.958859	126.633029	34.555527	0.014887	11
354	-0.950296	127.633028	34.323038	0.014587	11
355	-0.937176	128.522557	34.118846	0.019758	10
356	-0.938405	129.522557	33.892177	0.013910	10
357	-0.926138	128.656519	34.088305	0.016712	11
358	-0.964372	127.791202	34.286551	0.019060	10
359	-0.960666	127.071367	34.453231	0.018679	11
360	-0.979889	128.071321	34.222123	0.018286	11
361	-0.945425	129.071321	33.994084	0.018234	10
362	-0.946027	130.071321	33.769064	0.013979	10
363	-0.946946	129.205282	33.963766	0.021209	11
364	-0.934699	128.339256	34.160724	0.014974	10
365	-0.961383	129.334678	33.934533	0.017985	10
366	-0.970068	128.527019	34.117828	0.018720	11
367	-0.961926	128.540267	34.114805	0.017733	11
368	-0.884957	127.674229	34.313526	0.017589	11
369	-0.949258	128.674229	34.084272	0.015648	11
370	-0.958544	129.674164	33.858075	0.011770	10
371	-0.953628	128.808134	34.053806	0.017535	11
372	-0.930451	129.808134	33.827997	0.017990	10
373	-0.956145	130.808134	33.605163	0.019550	11
374	-0.936679	131.808134	33.385246	0.016440	11
375	-0.944795	132.808134	33.168188	0.017909	10
376	-0.948689	131.942095	33.356004	0.015854	11
377	-0.946179	132.942095	33.139325	0.015025	10
378	-0.964292	133.942095	32.925443	0.018745	11
379	-0.965200	133.076057	33.110512	0.020064	11
380	-0.952492	133.571078	33.004474	0.014845	11
381	-0.952019	132.705141	33.190413	0.015101	11
382	-0.943075	131.839105	33.378480	0.019548	11
383	-0.959192	132.839085	33.161515	0.014384	10
384	-0.941700	133.839085	32.947347	0.017388	11
385	-0.964452	134.834025	32.736991	0.018173	11
386	-0.962531	135.834025	32.528255	0.011498	11
387	-0.967416	134.967986	32.708873	0.015671	11
388	-0.924598	135.405557	32.617364	0.015932	11
389	-0.963563	134.539519	32.798977	0.015179	10
390	-0.934855	135.539519	32.589452	0.012522	10
391	-0.982989	136.539511	32.382588	0.016233	11
392	-0.940085	137.528019	32.180665	0.015932	10
393	-0.938853	136.667116	32.356380	0.018141	11
394	-0.935558	137.667116	32.152454	0.018970	11
395	-0.961130	138.518319	31.980885	0.021244	11
396	-0.931097	139.518319	31.781650	0.015906	11
397	-0.928109	140.518319	31.584882	0.017512	10
398	-0.912256	141.518318	31.390536	0.016101	11
399	-0.929966	140.652280	31.558708	0.017116	11
400	-0.900238	141.650149	31.365093	0.013962	11
401	-0.947036	142.650149	31.173434	0.017735	10
402	-0.920711	143.134715	31.081402	0.016163	10
403	-0.951839	144.134715	30.893184	0.020366	11
404	-0.953736	145.134714	30.707231	0.018699	10
405	-0.952718	146.134714	30.523504	0.017976	11
406	-0.971551	147.134714	30.341962	0.020469	11
407	-0.951147	147.849855	30.213453	0.019236	10
408	-0.942067	148.845426	30.036352	0.018002	10
409	-0.978332	147.979616	30.190251	0.019084	11
410	-0.950594	148.979616	30.012640	0.018400	10
411	-0.955792	149.979616	29.837107	0.016117	11
412	-0.935473	150.979616	29.663615	0.017131	11
413	-0.988904	151.979616	29.492129	0.018109	11
414	-0.938351	151.114009	29.640452	0.016076	10
415	-0.935531	150.249540	29.790078	0.012541	11
416	-0.960336	149.402224	29.938207	0.015424	10
417	-0.956361	150.398283	29.764225	0.018197	11
418	-0.921269	151.398283	29.591577	0.012978	10
419	-0.958304	152.385702	29.423055	0.014741	11
420	-0.924687	151.519810	29.570732	0.015397	11
421	-0.962200	150.653842	29.719912	0.012377	10
422	-0.958749	149.787803	29.870617	0.016503	10
423	-0.979770	150.490546	29.748212	0.016097	10
424	-0.937038	151.490539	29.575750	0.020501	10
425	-0.943099	152.490539	29.405275	0.017549	11
426	-0.975939	153.489051	29.237004	0.019644	11
427	-0.936440	152.623012	29.382839	0.021399	11
428	-0.952822	151.756974	29.530137	0.017283	10
429	-0.952351	152.756974	29.360186	0.015247	11
430	-0.965175	153.756974	29.192180	0.014927	11
431	-0.978237	154.756971	29.026087	0.019360	11
432	-0.954076	155.756971	28.861872	0.019771	11
433	-0.941721	156.756971	28.699505	0.021857	11
434	-0.953380	155.890932	28.840015	0.014866	10
435	-0.955150	155.024894	28.981907	0.018840	10
436	-0.940137	154.178568	29.121925	0.014475	10
437	-0.949024	155.178568	28.956627	0.014112	10
438	-0.976482	156.178099	28.793271	0.021037	10
439	-0.931726	155.320769	28.933274	0.016796	11
440	-0.981426	156.320769	28.770105	0.017743	11
441	-0.928886	155.457696	28.910822	0.018835	10
442	-0.941997	156.457696	28.747905	0.015307	11
443	-0.948406	157.457696	28.586815	0.015046	11
444	-0.923980	156.593859	28.725864	0.020228	11
445	-0.983151	157.593859	28.565020	0.021775	11
446	-0.957793	158.593859	28.405966	0.016651	11
447	-0.948416	157.727820	28.543609	0.015713	11
448	-0.966843	158.727820	28.384794	0.016804	11
449	-0.951565	157.949581	28.508237	0.014820	11
450	-0.959205	158.949581	28.349814	0.017247	10
451	-0.938175	159.949581	28.193141	0.013691	10
452	-0.946581	159.083566	28.328721	0.017775	11
453	-0.960282	158.520248	28.417614	0.015547	10
454	-0.918008	159.520248	28.260193	0.014393	11
455	-0.927035	160.520137	28.104524	0.017273	10
456	-0.962795	161.520137	27.950544	0.012755	10
457	-0.949877	162.517714	27.798608	0.017177	10
458	-0.948304	161.651676	27.930415	0.015186	11
459	-0.945801	160.785637	28.063477	0.019459	11
460	-0.976831	161.785637	27.909945	0.017488	11
461	-0.942436	162.785637	27.758084	0.018039	10
462	-0.943166	161.919958	27.889450	0.014544	10
463	-0.939806	162.919958	27.737811	0.019268	10
464	-0.951997	162.554537	27.793032	0.013692	11
465	-0.951675	161.688508	27.924784	0.017805	11
466	-0.968005	162.688508	27.772761	0.016399	11
467	-0.963145	163.688508	27.622385	0.016217	10
468	-0.919322	164.684509	27.474220	0.016956	11
469	-0.957283	163.818471	27.602961	0.017905	11
470	-0.957021	162.978373	27.729004	0.015510	10
471	-0.949871	163.970315	27.580302	0.018267	11
472	-0.953335	163.104276	27.710041	0.014293	11
473	-0.947206	164.104276	27.560342	0.016647	10
474	-0.943570	165.104276	27.412251	0.018930	10
475	-0.955799	166.098692	27.266557	0.016037	10
476	-0.929564	167.098692	27.121598	0.018684	10
477	-0.938343	166.232654	27.247048	0.014296	11
478	-0.938107	167.232650	27.102296	0.013336	11
479	-0.974913	166.575364	27.197266	0.017958	11
480	-0.967458	167.575364	27.053041	0.019456	10
481	-0.928947	168.575364	26.910338	0.017300	10
482	-0.947737	169.564357	26.770678	0.012226	10
483	-0.945791	170.564357	26.630930	0.014124	11
484	-0.964253	171.393118	26.516214	0.016011	11
485	-0.945916	170.527080	26.636114	0.018506	11
486	-0.939018	169.661043	26.757103	0.014386	11
487	-0.955068	168.795004	26.879196	0.016111	10
488	-0.940224	168.093500	26.978913	0.015421	11
489	-0.950878	169.092457	26.837136	0.015641	11
490	-0.955286	170.089058	26.697170	0.013782	11
491	-0.914755	169.225608	26.818351	0.019146	11
492	-0.949667	170.225608	26.678106	0.014579	11
493	-0.950368	169.360224	26.799386	0.017421	11
494	-0.971458	168.494188	26.921866	0.015429	11
495	-0.920549	169.367421	26.798373	0.019662	11
496	-0.976233	170.367421	26.658336	0.021820	11
497	-0.952176	171.367421	26.519756	0.018587	10
498	-0.959623	172.367421	26.382609	0.018686	11
499	-0.961614	171.501382	26.501301	0.014226	11
